n.Name,m.Name
LYN,CTLA4
LYN,CD24
MAD2L2,REV3L
MAD2L2,MAD2L1
MAD2L2,MAD2L2
MAD2L2,REV1
MAD2L2,FZR1
MAD2L2,CDC20
MAD2L2,ADAM9
MAD2L2,ADAM15
MAD2L2,PRRC2A
HSPA1A,RBX1
HSPA1A,CUL4A
HSPA1A,SLC5A1
HSPA1A,MAP3K5
HSPA1A,BCL2
HSPA1A,AIFM1
HSPA1A,GPR37
HSPA1A,STUB1
HSPA1A,PARK2
HSPA1A,ST13
HSPA1A,CDK9
HSPA1A,SOX9
HSPA1A,BAG3
HSPA1A,BAG6
HSPA1A,BAG1
HSPA1A,AR
HSPA1A,FANCC
HSPA1A,IKBKG
HSPA1A,HSF1
HSPA1A,MSR1
HSPA1A,RHOA
HSPA1A,NR3C1
HSPA1A,HSP90AA1
HSPA1A,RAPGEF2
HSPA1A,SNCA
HSPA1A,SNCB
HSPA1A,EGFR
HSPA1A,PACSIN1
HSPA1A,PACSIN3
HSPA1A,PACSIN2
HSPA1A,PSTPIP1
HSPA1A,FNBP1
HSPA1A,FCHSD1
HSP90AA1,STAT3
HSP90AA1,EIF2AK3
HSP90AA1,ERN1
HSP90AA1,ARNT
HSP90AA1,AIP
HSP90AA1,NPAS2
HSP90AA1,HIF1A
HSP90AA1,ARNTL
HSP90AA1,AHSA1
HSP90AA1,PTGES3
HSP90AA1,ERBB2
HSP90AA1,AHSA2
HSP90AA1,NOS3
HSP90AA1,SRC
HSP90AA1,TGFBR1
HSP90AA1,TGFBR2
HSP90AA1,TJP1
HSP90AA1,AR
HSP90AA1,CDC37
HSP90AA1,SMYD3
HSP90AA1,GUCY1B3
HSP90AA1,HSF1
HSP90AA1,RALBP1
HSP90AA1,TUBA1A
HSP90AA1,MYC
HSP90AA1,CSNK2A1
HSP90AA1,RAF1
HSP90AA1,STIP1
HSP90AA1,VCP
HSP90AA1,RPS6
HSP90AA1,RPS3
HSP90AA1,HSPA4
HSP90AA1,STUB1
HSP90AA1,UBE2N
HSP90AA1,MYOD1
HSP90AA1,PIM1
HSP90AA1,EPRS
HSP90AA1,HSPA1A
HSP90AA1,NR3C1
HSP90AA1,DAP3
HSP90AA1,TERT
HSP90AA1,AKT1
HSP90AA1,CSNK2A2
HSP90AA1,APAF1
HSP90AA1,CUL4A
HSP90AA1,FNIP1
HSP90AA1,IRS4
HSP90AA1,GNA12
HSP90AA1,FKBP5
HSP90AA1,PPARA
HSP90AA1,AHR
HSP90AA1,FLT3
HSP90AA1,GUCY1A2
HSP90AA1,DAPK1
HSP90AA1,FANCC
HSP90AA1,FANCA
HSP90AA1,STARD13
HSP90AA1,BAG4
HSP90AA1,HCFC1
HSP90AA1,CHTF18
HSP90AA1,RIPK1
HSP90AA1,MST1R
HSP90AA1,COPS3
HSP90AA1,HDAC6
HSP90AA1,SIN3A
HSP90AA1,PAK1
HSP90AA1,JUN
HSP90AA1,PRKCZ
HSP90AA1,HSPA8
HSP90AA1,ESR1
HSP90AA1,SGTA
HSP90AA1,TP53
HSP90AA1,SIM1
HSP90AA1,RPS3A
HSP90AA1,FES
HSP90AA1,HSP90AA1
UXT,AR
UXT,GLE1
UXT,LRPPRC
UXT,RPAP2
UXT,RPAP3
UXT,RUVBL2
PLK1,TSC1
PLK1,TSC2
PLK1,CHEK2
PLK1,PSMB7
PLK1,PSMB6
PLK1,PSMB5
PLK1,PSMA3
PLK1,PSMA4
PLK1,PSMA7
PLK1,PSMA5
PLK1,PSMA6
PLK1,PSMB3
PLK1,PSMA1
PLK1,PSMA2
PLK1,PSMB1
PLK1,BORA
PLK1,CYLD
PLK1,CLSPN
PLK1,ANKRD28
PLK1,ANKRD52
PLK1,CEP97
PLK1,SRPX
PLK1,RGPD4
PLK1,SLX4
PLK1,SLX4IP
PLK1,GTF3C3
PLK1,DCTPP1
PLK1,BICD1
PLK1,ANKRD44
PLK1,FABP3
PLK1,LPL
PLK1,OSBPL6
PLK1,BTN1A1
PLK1,PTHLH
PLK1,SPAG9
PLK1,ERCC6L
PLK1,BICD2
PLK1,C2orf44
PLK1,TMF1
PLK1,PPP6R2
PLK1,ERCC4
PLK1,PIN1
PLK1,FBXO5
PLK1,CDC25C
PLK1,NUDC
PLK1,DCTN1
PLK1,BRCA2
PLK1,BABAM1
PLK1,USP20
PLK1,SLX1B
PLK1,STK3
PLK1,AURKA
PLK1,DNAJB9
PLK1,GET4
PLK1,MAGED1
PLK1,RECQL5
PLK1,SGOL1
DDX5,AKAP8
DDX5,FBL
DDX5,ESR1
DDX5,OTUB1
DDX5,HDAC1
DDX5,EP300
DDX5,CREBBP
DDX5,STK24
DDX5,MYOD1
DDX5,TBP
DDX5,SMARCA4
DDX5,POLR2A
DDX5,TCEA1
DDX5,CDK9
DDX5,HNRNPA1
DDX5,HNRNPH1
DDX5,MEPCE
DDX5,IPO11
DDX5,KHDRBS2
DDX5,AIRE
CAV1,S1PR1
CAV1,FLOT1
CAV1,FLOT2
CAV1,PDGFRB
CAV1,PDGFRA
CAV1,NTRK1
CAV1,NEU3
CAV1,CAV2
CAV1,NOS2
CAV1,GRK1
CAV1,GRK5
CAV1,ADRBK1
CAV1,BTK
CAV1,TRADD
CAV1,NOS3
CAV1,EDNRB
CAV1,SCP2
CAV1,AQP3
CAV1,PLD2
CAV1,AR
CAV1,GJA1
CAV1,SMAD2
CAV1,SRC
CAV1,TRAF2
CAV1,CSK
CAV1,PTGS2
CAV1,TSC2
CAV1,APP
CAV1,INSR
CAV1,DAG1
CAV1,PRKACA
CAV1,PTPN11
CAV1,PTPN6
CAV1,PTPN1
CAV1,PTPRF
CAV1,PTEN
CAV1,ESR1
CAV1,TRPC1
CAV1,NGFR
CAV1,BMX
CAV1,TNFRSF1B
CAV1,GJB2
CAV1,GJB1
CAV1,EGFR
CAV1,TGFBR1
CAV1,RCVRN
JUN,SARS
JUN,HIF1A
JUN,GTF2F1
JUN,GTF2F2
JUN,GTF2E2
JUN,STAT4
JUN,STAT3
JUN,STAT1
JUN,MYOD1
JUN,NFE2L1
JUN,NFE2L2
JUN,NCOR2
JUN,PPP4C
JUN,ETS1
JUN,NCOA1
JUN,TAF1
JUN,RB1
JUN,NR5A1
JUN,BCL6
JUN,ESR1
JUN,TOP2A
JUN,UBE2I
JUN,PPP3CB
JUN,AR
JUN,ATF2
JUN,BCL3
JUN,CSNK2A1
JUN,CREBBP
JUN,RFWD2
JUN,Smarca2
JUN,Smarcb1
JUN,SKI
JUN,COPS5
JUN,GTF2B
JUN,TBP
JUN,ERG
JUN,FOS
JUN,FOSL1
JUN,POU1F1
JUN,TCF20
JUN,MAPK1
JUN,CDKN1A
JUN,CSK
JUN,UBC
JUN,MACF1
JUN,KMT2C
JUN,DACH1
JUN,ARRB1
JUN,ATF4
JUN,APLP2
JUN,HSP90AA1
JUN,KAT7
JUN,EDF1
JUN,SUMO1
JUN,HDAC1
JUN,HNRNPM
JUN,DHX9
JUN,MAPK8
JUN,PIN1
JUN,DDX21
JUN,Senp2
JUN,ETS2
JUN,NACA
JUN,CREB5
JUN,VDR
JUN,MAPK3
JUN,NRIP1
JUN,RUNX2
JUN,RUNX1
JUN,PML
JUN,MAPK9
JUN,NFYA
JUN,SP1
JUN,GATA2
JUN,HMGA1
JUN,ATF3
JUN,JDP2
JUN,RBM39
JUN,BRCA1
JUN,NCOA6
JUN,PHOX2A
JUN,NR3C1
JUN,HDAC3
JUN,TGIF1
JUN,SMAD2
JUN,FOSL2
JUN,PRKD1
JUN,SMAD3
JUN,DDIT3
JUN,VAV1
JUN,SPI1
JUN,ITCH
JUN,RPS6KA2
JUN,CEBPA
JUN,MAZ
JUN,SIRT1
JUN,NELFB
JUN,SPIB
JUN,TSC22D3
JUN,RELA
JUN,JUN
MED1,TP53
MED1,THRAP3
MED1,MED24
MED1,AR
MED1,POLR2A
MED1,MED12
MED1,MED21
MED1,POLR2F
MED1,MED7
MED1,MED8
MED1,MED20
MED1,MED6
MED1,MED27
MED1,MED4
MED1,NR3C1
MED1,TGS1
MED1,PPARGC1A
MED1,BRCA1
MED1,GATA1
MED1,GABPA
MED1,MED13
MED1,MED30
MED1,MED22
MED1,MED31
MED1,MED10
MED1,MED16
MED1,MED17
MED1,CDK8
MED1,MED15
MED1,MED19
MED1,MED18
MED1,MED11
MED1,MED25
MED1,MED14
MED1,MED23
MED1,VDR
MED1,HNF4A
MED1,PPARG
MED1,THRA
MED1,ESR2
MED1,ESR1
MED1,MED28
MED1,MED29
MED1,ATM
MED1,YWHAQ
MED1,MED26
MED1,MED9
MED1,MED1
PRKDC,AKT2
PRKDC,IKBKB
PRKDC,CHUK
PRKDC,EIF2S2
PRKDC,ILF2
PRKDC,ILF3
PRKDC,NCF1
PRKDC,NCF2
PRKDC,NCF4
PRKDC,MAPK8
PRKDC,MAPK9
PRKDC,ATM
PRKDC,CIB1
PRKDC,DCLRE1C
PRKDC,AR
PRKDC,AP1B1
PRKDC,RBBP8
PRKDC,RAD17
PRKDC,SIRT6
PRKDC,AIRE
PRKDC,POU2F1
PRKDC,C1D
PRKDC,WRN
PRKDC,RPA2
PRKDC,XRCC6
PRKDC,RPA1
PRKDC,KAT2A
PRKDC,NCOA6
PRKDC,TP53
PRKDC,CHEK1
PRKDC,BRCA1
PRKDC,LIG4
PRKDC,E4F1
PRKDC,MRE11A
PRKDC,LYN
PRKDC,XRCC5
PRKDC,PCNA
PRKDC,CDC5L
PRKDC,HSF1
PRKDC,HDLBP
PRKDC,RECQL5
PRKDC,PMS2
PRKDC,MLH1
PRKDC,GBAS
PRKDC,DDA1
PRKDC,ATG101
PRKDC,CAMKK2
PRKDC,CLN3
PRKDC,ATG4C
PRKDC,BECN1
PRKDC,TTI1
PRKDC,TELO2
PRKDC,MKNK1
PRKDC,NR1H4
PRKDC,CHD1L
PRKDC,PRKAB2
PRKDC,PARP1
PRKDC,ESR1
PRKDC,ABL1
MDM2,ABL1
MDM2,CDKN2A
MDM2,CCNG1
MDM2,MDM4
MDM2,RPL5
MDM2,ARRB1
MDM2,TP53
MDM2,HIF1A
MDM2,MTBP
MDM2,FOXO4
MDM2,DAXX
MDM2,IGF1R
MDM2,DHFR
MDM2,FKBP3
MDM2,RYBP
MDM2,RRM2B
MDM2,GNAS
MDM2,RPL26
MDM2,COPS5
MDM2,PSMD10
MDM2,GNL3
MDM2,PSME3
MDM2,NUMB
MDM2,PPM1D
MDM2,SFN
MDM2,CTBP1
MDM2,TP73
MDM2,RPL11
MDM2,PML
MDM2,KAT5
MDM2,HDAC1
MDM2,CDH1
MDM2,USP7
MDM2,YWHAQ
MDM2,RBBP6
MDM2,PYHIN1
MDM2,UBC
MDM2,ATF3
MDM2,DDX17
MDM2,E2F1
MDM2,TRIM28
MDM2,HIST2H2BE
MDM2,ARRB2
MDM2,TAF1
MDM2,TBP
MDM2,KAT2B
MDM2,EP300
MDM2,TSG101
MDM2,RB1
MDM2,CCAR1
MDM2,PTK2
MDM2,AR
MDM2,MDC1
MDM2,CTBP2
MDM2,UBE2A
MDM2,EID1
MDM2,CHEK2
MDM2,BANP
MDM2,UBE2U
MDM2,UBE2Z
MDM2,UBE2G2
MDM2,NCL
MDM2,GATA3
MDM2,ESR1
MDM2,MDM2
E2F1,SP2
E2F1,SP4
E2F1,SP3
E2F1,RB1
E2F1,RBL1
E2F1,NFKB1
E2F1,Nfkb1
E2F1,ARID3A
E2F1,TFDP1
E2F1,CCNA1
E2F1,Sp1
E2F1,SKP2
E2F1,CUL1
E2F1,GTF2H1
E2F1,CDK7
E2F1,PURA
E2F1,NDN
E2F1,TFDP2
E2F1,GSK3B
E2F1,NCOA6
E2F1,BRD2
E2F1,TBP
E2F1,MDM2
E2F1,YWHAQ
E2F1,RNF144A
E2F1,FHL2
E2F1,CDK2
E2F1,CCNA2
E2F1,SP1
E2F1,TP53BP1
E2F1,MDM4
E2F1,TRRAP
E2F1,HDAC1
E2F1,RBBP4
E2F1,PHB
E2F1,MGA
E2F1,TEAD3
E2F1,CREBBP
E2F1,SPIB
E2F1,MYBL2
E2F1,PKIB
E2F1,TOPBP1
E2F1,NDNL2
E2F1,NPDC1
E2F1,UBC
E2F1,SIRT1
E2F1,KAT2B
E2F1,RING1
E2F1,DNMT1
CCND1,TSC2
CCND1,NPDC1
CCND1,NCOA3
CCND1,NCOA1
CCND1,RFC1
CCND1,PCNA
CCND1,Mybl2
CCND1,XPO1
CCND1,BRCA1
CCND1,CDKN1A
CCND1,AR
CCND1,HDAC3
CCND1,AKAP8
CCND1,THRA
CCND1,THRB
CCND1,EP300
CCND1,NEUROD1
CCND1,KAT2B
CCND1,TAF1
CCND1,RB1
CCND1,CCNDBP1
CCND1,CDK4
CCND1,CDKN2A
CCND1,CDK6
CCND1,CDKN1C
CCND1,HERC5
CCND1,RBX1
CCND1,STAT3
CCND1,ESR1
CCND1,CDKN1B
USH1C,USHBP1
USH1C,CDH23
USH1C,USH1C
USH1C,MYO7A
FOXA1,AR
FOXA1,ONECUT1
FOXA1,TLE1
FOXA1,HDAC7
RNF14,AR
RNF14,RNF14
RNF14,UBE2E2
RNF14,UBE2E1
RNF14,UBE2E3
RNF14,UBE2D1
RNF14,UBE2D2
RNF14,UBE2D3
RNF14,UBE2V1
RNF14,UBE2D4
RNF14,UBE2W
RNF14,UBE2U
CTNNA1,CTNNB1
CTNNA1,PSEN1
CTNNA1,CDH1
CTNNA1,CDH3
CTNNA1,ACTN1
CTNNA1,JUP
CTNNA1,DLG1
CTNNA1,VCL
CTNNA1,SPTBN1
CTNNA1,FAM84B
CTNNA1,CTNNA1
CTNNA1,CTNND1
CTNNA1,CDH5
CTNNA1,APC
CTNNA1,CA9
CTNNA1,CDH2
CTNNA1,PTPN14
CTNNA1,MLLT4
CTNNA1,VEZT
CTNNA1,MYO7A
CTNNA1,TJP2
CTNNA1,RNF219
CTNNA1,ZGPAT
LMO4,LDB1
LMO4,DEAF1
LMO4,BRCA1
LMO4,RBBP8
LMO4,NFYC
NCOR1,ZBTB16
NCOR1,RARA
NCOR1,NR1D2
NCOR1,NR1D1
NCOR1,MECP2
NCOR1,ESR1
NCOR1,VDR
NCOR1,DZIP3
NCOR1,AR
NCOR1,HDAC3
NCOR1,ZBTB33
NCOR1,TRIM33
NCOR1,TBL1XR1
NCOR1,KIF11
NCOR1,GPS2
NCOR1,HSPA4
NCOR1,CORO2A
NCOR1,KDM4A
NCOR1,TBL1X
NCOR1,CHD1
NCOR1,SF3B3
NCOR1,SMARCC1
NCOR1,TRIM28
NCOR1,SF3A1
NCOR1,SAP30
NCOR1,SMARCC2
NCOR1,SRCAP
NCOR1,SMARCA4
NCOR1,SMARCB1
NCOR1,HDAC5
NCOR1,CBFA2T3
NCOR1,RUNX1T1
NCOR1,HDAC7
NCOR1,THRB
NCOR1,PGR
NCOR1,ATXN3
NCOR1,EP300
NCOR1,CREBBP
NCOR1,NR1I2
NCOR1,TXNRD2
NCOR1,NR1H4
NCOR1,NCOA1
NCOR1,ZMYND11
NCOR1,PHB
NCOR1,SIN3A
NCOR1,SKI
NCOR1,PML
NCOR1,NFKB1
NCOR1,TAB2
NCOR1,HDAC4
NCOR1,RARG
NCOR1,PPARA
NCOR1,HEY2
NCOR1,HTT
NCOR1,NR3C1
NCOR1,THRA
NCOR1,KDM5C
NCOR1,REST
NCOR1,PTMA
NCOR1,CLK1
NCOR1,BCL6
NCOR1,NCOR2
NCOR1,HDAC9
NCOR1,ZBTB7A
NCOR1,DACH1
NCOR1,SIRT1
NCOR1,BACH1
NCOR1,TP53
NCOR1,NELFE
NCOR1,MYOD1
NCOR1,PDCD2
NCOR1,PPARD
NUFIP1,FMR1
NUFIP1,BRCA1
NUFIP1,CDK9
NUFIP1,CCNT1
MAPK14,MEF2A
MAPK14,Rps6kb1
MAPK14,DUSP1
MAPK14,DUSP16
MAPK14,DUSP10
MAPK14,DUSP6
MAPK14,CSNK2A1
MAPK14,DYRK1B
MAPK14,CDC25B
MAPK14,CDC25C
MAPK14,RPS6KA3
MAPK14,MKNK1
MAPK14,RPS6KA5
MAPK14,GMFB
MAPK14,ETV1
MAPK14,DDIT3
MAPK14,MAP2K7
MAPK14,KRT8
MAPK14,CDC25A
MAPK14,STK39
MAPK14,SLC12A2
MAPK14,ROBO1
MAPK14,TCF20
MAPK14,SPTBN1
MAPK14,MEF2C
MAPK14,MEF2D
MAPK14,NKTR
MAPK14,ZNF142
MAPK14,MAPKAPK5
MAPK14,ELMSAN1
MAPK14,CCDC97
MAPK14,DDX26B
MAPK14,MUC12
MAPK14,SUPT20H
MAPK14,YY1AP1
MAPK14,SMEK1
MAPK14,KMT2C
MAPK14,CCDC14
MAPK14,MOB3B
MAPK14,BAZ1B
MAPK14,AES
MAPK14,MKNK2
MAPK14,HIVEP1
MAPK14,FLNA
MAPK14,PI4K2B
MAPK14,ATF2
MAPK14,EGFR
MAPK14,AKT1
MAPK14,RPS6KA4
MAPK14,SMAD7
MAPK14,MAPK3
MAPK14,MAPK1
MAPK14,DUSP4
MAPK14,TAB1
MAPK14,MAPKAPK3
MAPK14,HTRA2
MAPK14,MAP2K3
MAPK14,PLCB2
MAPK14,TGFBR1
MAPK14,CAMKK2
MAPK14,ZFP36L1
MAPK14,SPAG9
MAPK14,MAPKAPK2
MAPK14,MAP2K6
MAPK14,MAPK14
FYN,CDK1
FYN,GAB3
FYN,SKAP2
FYN,ADD2
FYN,FYB
FYN,RAF1
FYN,MAPT
FYN,TUBA3C
FYN,SKAP1
FYN,PECAM1
FYN,SLAMF1
FYN,SH2D1A
FYN,VAV1
FYN,NTRK2
FYN,NMT1
FYN,CBL
FYN,TRAT1
FYN,PAG1
FYN,CSF1R
FYN,SNCA
FYN,EPHB3
FYN,ADAM15
FYN,PTPN11
FYN,RPL10
FYN,Efs
FYN,TOM1L1
FYN,BCL3
FYN,FASLG
FYN,FAS
FYN,TYK2
FYN,SYK
FYN,CD36
FYN,PTPRA
FYN,PTPN5
FYN,EPHA4
FYN,GNB2L1
FYN,TNK2
FYN,PTK2B
FYN,EPHA3
FYN,PIK3R1
FYN,TRPC6
FYN,UNC119
FYN,ARHGAP32
FYN,NPHS1
FYN,ITCH
FYN,PLCG2
FYN,GRB10
FYN,PRKCQ
FYN,SH3BP2
FYN,SOCS1
FYN,CBLC
FYN,PIK3R2
FYN,CHRNA7
FYN,WAS
FYN,JAK2
FYN,KHDRBS1
FYN,DLG4
FYN,Mta1
FYN,Mta3
FYN,CTNND1
FYN,GRIN2A
FYN,CTNNB1
FYN,CDH1
FYN,DAG1
FYN,BTK
FYN,MCAM
FYN,NEDD9
FYN,MS4A1
FYN,BCAR1
FYN,MAP2
FYN,CD2
FYN,ITK
FYN,IL7R
FYN,PTK2
FYN,CD44
FYN,SDC3
FYN,CTLA4
FYN,EPHA8
FYN,GRIN2B
FYN,GP6
FYN,TRPV4
FYN,MAG
FYN,THY1
FYN,SIT1
FYN,CD226
FYN,SOS1
FYN,PXN
FYN,SRC
FYN,CSK
FYN,ZAP70
FYN,YES1
FYN,FYN
LCK,KIT
LCK,PIK3CA
LCK,PI4KA
LCK,SKAP1
LCK,CBL
LCK,PTK2B
LCK,CD44
LCK,CTNND1
LCK,NOTCH1
LCK,UNC119
LCK,PIK3R1
LCK,RASA1
LCK,SYK
LCK,SQSTM1
LCK,PTPN6
LCK,FAS
LCK,PECAM1
LCK,ZAP70
LCK,PAG1
LCK,TRAT1
LCK,PTPRC
LCK,SH2B3
LCK,IKBKG
LCK,UBE3A
LCK,BCAR1
LCK,PXN
LCK,PRKCQ
LCK,AXL
LCK,RAF1
LCK,CD2
LCK,DLG1
LCK,SIT1
LCK,THY1
LCK,TRPV4
LCK,KHDRBS1
LCK,CTLA4
LCK,FASLG
LCK,ADAM15
LCK,ADAM10
LCK,CD4
LCK,CD48
LCK,NEDD9
LCK,MS4A1
LCK,ARHGAP17
CD82,PTGFRN
CD82,CD63
CD82,HLA-DOB
CD82,HLA-DRA
CD82,HLA-DMB
CD82,HBEGF
CD82,CD19
CD82,CD4
CD82,ITGAL
CD82,EGFR
CD82,CD151
CD82,CD9
CD82,ERBB3
CD82,ERBB2
CD82,IGSF8
CD82,CD46
MARK3,MARK2
MARK3,USP21
MARK3,SFN
MARK3,RASGRF1
MARK3,VPS11
MARK3,PMPCB
MARK3,PNPLA2
MARK3,CHGB
MARK3,SAAL1
MARK3,ATP6V0C
MARK3,TTR
MARK3,TCEA2
MARK3,YWHAQ
MARK3,YWHAG
MARK3,YWHAB
MARK3,HDAC7
MARK3,HDAC4
MARK3,HDAC5
RAD52,RPA2
RAD52,SUMO1
RAD52,UBE2I
RAD52,RPA1
RAD52,RAD51
RBBP7,ING2
RBBP7,BAP1
RBBP7,BRCA1
RBBP7,HCFC1
RBBP7,MTA1
RBBP7,MTA2
RBBP7,HDAC1
RBBP7,SAP30
RBBP7,SIN3A
RBBP7,RB1
RBBP7,MBD3
RBBP7,CREBBP
RBBP7,HDAC2
RBBP7,GATAD2B
RBBP7,SUV39H1
RBBP7,ING1
RBBP7,MBD3L1
RBBP7,APPL1
RBBP7,BANF1
RBBP7,HIST1H4A
RBBP7,ATG10
DCC,NTN1
DCC,MAPK3
DCC,NCK1
DCC,APPL1
DCC,SIAH1
DCC,MAZ
DCC,PTK2
DCC,AR
DCC,CASP3
DCC,CASP9
CRKL,BCAR1
CRKL,BLNK
CRKL,IRS4
CRKL,CBL
CRKL,NEDD9
CRKL,KIT
CRKL,PIK3R2
CRKL,STAT5A
CRKL,WAS
CRKL,SYK
CRKL,TYK2
CRKL,MAP4K1
CRKL,FCGR1A
CRKL,RAPGEF1
CRKL,ABL1
CRKL,ANK3
CRKL,PXN
CRKL,DOCK2
CRKL,GAB1
CRKL,CBLB
CRKL,GAB2
CRKL,INPP5D
CRKL,EPOR
CRKL,SHC1
CRKL,PTPN11
CRKL,PIK3R1
CRKL,PDGFRA
CRKL,ARHGAP32
CRKL,CD34
CRKL,GRB2
CRKL,MAP4K5
CRKL,DOK1
CRKL,ETV6
CRKL,BCR
CRKL,USP7
PTEN,MAGI3
PTEN,CAV1
PTEN,PXN
PTEN,NEDD4
PTEN,AR
PTEN,ESR1
PTEN,UBE2I
PTEN,UBE2L3
PTEN,TP53
PTEN,CSNK2A1
PTEN,CSNK2A2
PTEN,ANG
PTEN,CHGB
PTEN,COPS6
PTEN,HBA1
PTEN,UTP14A
PTEN,PTK2
PTEN,MVP
N4BP2,KDM6A
N4BP2,CREBBP
N4BP2,BCL3
N4BP2,EP300
N4BP2,TOLLIP
N4BP2,TP73
N4BP2,TP63
CDH3,CTNNA1
CDH3,CTNNB1
CDH3,CDH1
CDH3,JUP
CDH3,CDH3
CDH3,CTNND1
HDAC9,HEY2
HDAC9,FOXP3
HDAC9,CTBP1
HDAC9,NRIP1
HDAC9,SIN3A
HDAC9,MORF4L2
HDAC9,MEF2A
HDAC9,ETV6
HDAC9,NCOR1
HDAC9,SIN3B
HDAC9,HDAC3
HDAC9,HIST2H3A
HDAC9,HIST4H4
HDAC9,HDAC4
HDAC9,HDAC1
HDAC9,ESR1
HDAC9,MEF2C
HDAC9,YWHAZ
HDAC9,YWHAE
ZMIZ1,TP53
ZMIZ1,AR
ZMIZ1,PIAS3
TERF2,TERF2IP
TERF2,MRE11A
TERF2,NBN
TERF2,RAD50
TERF2,MUS81
TERF2,DCLRE1B
TERF2,ORC1
TERF2,ORC2
TERF2,ORC6
TERF2,ORC3
TERF2,BLM
TERF2,WRN
TERF2,TINF2
TERF2,XRCC5
TERF2,XRCC6
TERF2,PRMT1
TERF2,BRCA1
TERF2,SLX4
S100B,CAPZA1
S100B,MAPT
S100B,VAV1
S100B,PGM1
S100B,AHNAK
S100B,NDRG1
S100B,TP53
S100B,IQGAP1
S100B,ANXA6
S100B,S100B
S100B,S100A11
S100B,S100A1
S100B,S100A6
GNA12,PRKCB
GNA12,PRKCE
GNA12,PRKCD
GNA12,ARHGEF12
GNA12,TEC
GNA12,F2R
GNA12,TBXA2R
GNA12,ARHGEF11
GNA12,HSP90AA1
GNA12,MAP3K5
GNA12,ARHGEF28
GNA12,CDH2
GNA12,CDH1
GNA12,CDH15
GNA12,AKAP13
GNA12,ARHGEF1
GNA12,DRD5
GNA12,S1PR4
GNA12,PPP5C
CDH2,JUP
CDH2,LRRC7
CDH2,CDH4
CDH2,GNA12
CDH2,GNA13
CDH2,ACTA1
CDH2,CTNND1
CDH2,CDH11
CDH2,CTNNA1
CDH2,CTNNB1
CDH2,RAB8B
CDH2,BOC
CDH2,CDON
CDH2,PKP4
BMP2,BMPR1A
BMP2,BMPR2
BMP2,ACTR2
BMP2,BMPR1B
BMP2,MGP
BMP2,SOSTDC1
BMP2,COL2A1
BMP2,ENG
BMP7,BMPR1B
BMP7,ACVR1
BMP7,BMPR1A
BMP7,SMAD1
BMP7,ACVR2B
BMP7,ACVR2A
BMP7,BMPR2
BMP7,SOSTDC1
BMP7,BMP7
BMP7,NOG
BMP7,ENG
BMP7,SMAD3
RASGRF1,MARK3
RASGRF1,HRAS
RASGRF1,YWHAB
RASGRF1,PPP1R9B
ERCC4,ERCC1
ERCC4,FANCA
ERCC4,SPTAN1
ERCC4,SPTA1
ERCC4,SLX4
ERCC4,PLK1
ERCC4,SLX4IP
ERCC4,SLX1B
XPO1,RPS6KB1
XPO1,TNFSF13
XPO1,ANP32A
XPO1,ELAVL1
XPO1,NXT1
XPO1,RAN
XPO1,RCC1
XPO1,ARNT
XPO1,CIITA
XPO1,CRK
XPO1,RANBP1
XPO1,CCND1
XPO1,CDKN1B
XPO1,ADAR
XPO1,SNUPN
XPO1,APC
XPO1,NMD3
XPO1,HDAC3
XPO1,SMARCB1
XPO1,EIF5A
XPO1,NUP153
XPO1,NUP214
XPO1,RANBP3
XPO1,NUP62
XPO1,FOXO4
XPO1,NXF3
XPO1,NRIP1
XPO1,CDCA4
XPO1,SERTAD2
XPO1,CLN3
XPO1,MEPCE
XPO1,AIRE
XPO1,PMS2
KIFAP3,SMC3
KIFAP3,APC
KIFAP3,SRC
KIFAP3,RAP1GDS1
KIFAP3,MAP3K11
KIFAP3,MAP3K10
KIFAP3,AR
PTPN13,EFNB1
PTPN13,PKN2
PTPN13,ARHGAP29
PTPN13,FASLG
PTPN13,CTNNB1
PTPN13,Apc
PTPN13,NFKBIA
CDC27,ANAPC1
CDC27,CDC26
CDC27,BUB1B
CDC27,CDKN1A
CDC27,TTK
CDC27,USP11
CDC27,ANAPC10
CDC27,ANAPC11
CDC27,ANAPC4
CDC27,ANAPC5
CDC27,CDC16
CDC27,ANAPC7
CDC27,CDC23
CDC27,CDC20
CDC27,SPATC1
CDC27,FZR1
CDC27,SMAD2
CDC27,SMAD3
CDC27,Ppp5c
CDC27,PPP5C
CDC27,PIN1
CDC27,MAD2L1
CDC27,PTTG1
CDC27,CCNB1
GSK3A,AR
NR2C1,ESR1
NR2C1,AR
NR2C1,HDAC4
NR2C1,HDAC3
NR2C1,PML
ASCL2,RBBP5
ASCL2,KMT2C
ASCL2,NCOA6
ASCL2,HCFC1
KMT2C,KDM6A
KMT2C,RBBP5
KMT2C,ASCL2
KMT2C,HIST2H3C
KMT2C,NCOA6
KMT2C,ASH2L
KMT2C,AK1
KMT2C,SMARCB1
KMT2C,MAPK14
KMT2C,JUN
GADD45B,MAP3K4
GADD45B,CDK1
GADD45B,CCNB1
GADD45B,MAP2K7
GADD45B,GADD45A
GADD45B,GADD45GIP1
GADD45B,MAP3K5
MET,RANBP10
MET,SRC
MET,GLMN
MET,SOS1
MET,SHC1
MET,GRB2
MET,HGF
MET,CBL
MET,STAT3
MET,CDH1
MET,CTNNB1
MET,SH3KBP1
MET,RANBP9
MET,GAB2
MET,GAB1
MET,LRIG1
HRAS,INSR
